pickup_community_area,fare,trip_start_month,trip_start_hour,trip_start_day,trip_start_timestamp,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,trip_miles,dropoff_census_tract,payment_type,company,trip_seconds,dropoff_community_area,tips
8.0,8.45,6,13,3,2015-06-02 13:15:00,41.89092203,-87.61886836,41.88099447,-87.63274649,0.1,17031839100.0,Cash,Taxi Affiliation Services,720.0,32.0,0.0
8.0,5.65,9,11,2,2013-09-23 11:45:00,41.89092203,-87.61886836,41.88099447,-87.63274649,0.0,17031839100.0,Credit Card,Blue Ribbon Taxi Association Inc.,420.0,32.0,1.0
8.0,5.25,1,9,2,2014-01-06 09:15:00,41.89092203,-87.61886836,41.88099447,-87.63274649,1.0,17031839100.0,Credit Card,Dispatch Taxi Affiliation,300.0,32.0,0.0
8.0,7.85,11,16,7,2014-11-22 16:45:00,41.89092203,-87.61886836,41.88099447,-87.63274649,2.1,17031839100.0,Credit Card,Taxi Affiliation Services,540.0,32.0,3.0
8.0,7.0,3,8,3,2016-03-29 08:00:00,41.89092203,-87.61886836,41.88099447,-87.63274649,1.2,17031839100.0,Cash,Unknown,480.0,32.0,0.0
8.0,7.25,2,17,6,2015-02-27 17:30:00,41.89092203,-87.61886836,41.88099447,-87.63274649,1.1,17031839100.0,Credit Card,Unknown,600.0,32.0,2.0
8.0,6.65,2,12,4,2014-02-05 12:45:00,41.89092203,-87.61886836,41.88099447,-87.63274649,0.0,17031839100.0,Cash,Taxi Affiliation Services,360.0,32.0,0.0
8.0,6.85,2,12,3,2013-02-19 12:00:00,41.89092203,-87.61886836,41.88099447,-87.63274649,1.4,17031839100.0,Cash,Unknown,480.0,32.0,0.0
8.0,6.85,10,13,4,2015-10-28 13:30:00,41.89092203,-87.61886836,41.88099447,-87.63274649,1.2,17031839100.0,Cash,Unknown,540.0,32.0,0.0
8.0,7.05,11,22,7,2013-11-02 22:00:00,41.89092203,-87.61886836,41.88528132,-87.6572332,1.6,17031833000.0,Credit Card,Unknown,480.0,28.0,1.0
8.0,4.05,4,15,7,2014-04-19 15:45:00,41.89092203,-87.61886836,41.89197151,-87.61294541,0.0,17031081402.0,Cash,Taxi Affiliation Services,120.0,8.0,0.0
8.0,13.85,8,1,6,2013-08-02 01:45:00,41.89092203,-87.61886836,41.94629454,-87.65429808,0.0,17031832000.0,Cash,Blue Ribbon Taxi Association Inc.,780.0,6.0,0.0
8.0,14.05,8,23,6,2014-08-15 23:15:00,41.89092203,-87.61886836,41.93631013,-87.65156259,4.8,17031063000.0,Cash,Unknown,960.0,6.0,0.0
8.0,11.45,11,16,6,2013-11-22 16:30:00,41.89092203,-87.61886836,41.94315509,-87.64069808,0.0,17031061902.0,Cash,Taxi Affiliation Services,660.0,6.0,0.0
8.0,8.05,6,1,7,2013-06-22 01:30:00,41.89092203,-87.61886836,41.87906699,-87.65700503,0.1,17031833100.0,Cash,Taxi Affiliation Services,540.0,28.0,0.0
8.0,6.25,7,22,5,2014-07-31 22:00:00,41.89092203,-87.61886836,41.9002213,-87.62910519,1.2,17031081100.0,Cash,Choice Taxi Association,540.0,8.0,0.0
8.0,7.45,11,17,2,2014-11-17 17:45:00,41.89092203,-87.61886836,41.9002213,-87.62910519,0.0,17031081100.0,Credit Card,Taxi Affiliation Services,720.0,8.0,2.0
8.0,14.45,9,17,2,2014-09-15 17:15:00,41.89092203,-87.61886836,41.94913977,-87.65680391,5.3,17031061100.0,Cash,Unknown,1320.0,6.0,0.0
8.0,8.25,6,15,7,2014-06-21 15:30:00,41.89092203,-87.61886836,41.87925508,-87.642649,2.0,17031281900.0,Cash,Unknown,600.0,28.0,0.0
8.0,9.05,6,16,6,2013-06-07 16:00:00,41.89092203,-87.61886836,41.87925508,-87.642649,1.5,17031281900.0,Cash,Unknown,900.0,28.0,0.0
8.0,8.45,4,15,6,2015-04-24 15:45:00,41.89092203,-87.61886836,41.87925508,-87.642649,1.5,17031281900.0,Credit Card,Taxi Affiliation Services,780.0,28.0,2.0
8.0,12.05,3,13,6,2013-03-29 13:30:00,41.89092203,-87.61886836,41.87925508,-87.642649,4.0,17031281900.0,Cash,Unknown,1800.0,28.0,0.0
8.0,7.45,12,12,1,2015-12-06 12:30:00,41.89092203,-87.61886836,41.87925508,-87.642649,1.7,17031281900.0,Cash,Choice Taxi Association,480.0,28.0,0.0
8.0,8.05,1,4,4,2014-01-01 04:15:00,41.89092203,-87.61886836,41.87925508,-87.642649,0.1,17031281900.0,Cash,Taxi Affiliation Services,540.0,28.0,0.0
8.0,8.25,8,15,6,2015-08-21 15:30:00,41.89092203,-87.61886836,41.87925508,-87.642649,1.5,17031281900.0,Cash,Taxi Affiliation Services,720.0,28.0,0.0
8.0,8.85,8,17,5,2014-08-28 17:30:00,41.89092203,-87.61886836,41.87925508,-87.642649,1.9,17031281900.0,Credit Card,Unknown,780.0,28.0,1.0
8.0,7.65,11,18,1,2014-11-09 18:00:00,41.89092203,-87.61886836,41.87925508,-87.642649,1.7,17031281900.0,Cash,Taxi Affiliation Services,600.0,28.0,0.0
8.0,6.85,3,10,1,2015-03-29 10:00:00,41.89092203,-87.61886836,41.87925508,-87.642649,1.7,17031281900.0,Credit Card,Unknown,420.0,28.0,2.0
8.0,34.25,4,10,6,2015-04-10 10:45:00,41.89092203,-87.61886836,41.98277501,-87.8773054,16.3,17031770700.0,Credit Card,Dispatch Taxi Affiliation,1620.0,Unknown,0.0
8.0,7.25,9,0,1,2016-09-11 00:00:00,41.89092203,-87.61886836,41.90278805,-87.62614559,1.2,17031081202.0,Credit Card,Choice Taxi Association,540.0,8.0,2.0
8.0,12.25,3,18,4,2014-03-12 18:45:00,41.89092203,-87.61886836,41.90278805,-87.62614559,0.1,17031081202.0,Cash,Taxi Affiliation Services,1500.0,8.0,0.0
8.0,7.25,8,16,1,2014-08-24 16:45:00,41.89092203,-87.61886836,41.90278805,-87.62614559,1.2,17031081202.0,Credit Card,Unknown,660.0,8.0,2.0
8.0,5.45,6,1,7,2014-06-28 01:15:00,41.89092203,-87.61886836,41.89207264,-87.62887416,0.0,17031081600.0,Cash,Blue Ribbon Taxi Association Inc.,420.0,8.0,0.0
8.0,4.85,9,2,5,2013-09-05 02:15:00,41.89092203,-87.61886836,41.89207264,-87.62887416,0.0,17031081600.0,Cash,Taxi Affiliation Services,240.0,8.0,0.0
8.0,6.45,11,20,7,2014-11-08 20:45:00,41.89092203,-87.61886836,41.89207264,-87.62887416,0.8,17031081600.0,Cash,Unknown,540.0,8.0,0.0
8.0,9.65,2,21,2,2013-02-04 21:15:00,41.89092203,-87.61886836,41.89967018,-87.6698378,0.1,17031242100.0,Cash,Taxi Affiliation Services,600.0,24.0,0.0
8.0,7.5,2,20,7,2016-02-06 20:45:00,41.89092203,-87.61886836,41.88530002,-87.64280847,1.8,17031280100.0,Cash,Unknown,360.0,28.0,0.0
8.0,6.45,9,10,7,2014-09-06 10:00:00,41.89092203,-87.61886836,41.88530002,-87.64280847,1.5,17031280100.0,Cash,Unknown,360.0,28.0,0.0
8.0,6.85,12,16,4,2015-12-30 16:00:00,41.89092203,-87.61886836,41.88530002,-87.64280847,1.3,17031280100.0,Cash,Taxi Affiliation Services,480.0,28.0,0.0
8.0,10.45,12,0,3,2015-12-01 00:15:00,41.89092203,-87.61886836,41.92907766,-87.64629348,3.8,17031070200.0,Cash,Unknown,480.0,7.0,0.0
8.0,7.05,9,23,6,2013-09-27 23:45:00,41.89092203,-87.61886836,41.90949567,-87.6309636,0.0,17031080201.0,Credit Card,Taxi Affiliation Services,480.0,8.0,2.0
8.0,5.45,9,12,6,2015-09-04 12:45:00,41.89092203,-87.61886836,41.89503345,-87.61971067,0.8,17031081401.0,Cash,Unknown,360.0,8.0,0.0
8.0,12.85,7,20,2,2013-07-29 20:45:00,41.89092203,-87.61886836,41.87101588,-87.63140653,0.0,17031839000.0,Cash,Taxi Affiliation Services,480.0,32.0,0.0
8.0,6.25,10,10,4,2016-10-05 10:15:00,41.89092203,-87.61886836,41.89915561,-87.62621053,1.0,17031081201.0,Credit Card,Dispatch Taxi Affiliation,420.0,8.0,1.75
8.0,6.85,1,19,2,2015-01-26 19:45:00,41.89092203,-87.61886836,41.89915561,-87.62621053,1.2,17031081201.0,Credit Card,Taxi Affiliation Services,540.0,8.0,5.0
8.0,6.25,7,22,6,2015-07-31 22:00:00,41.89092203,-87.61886836,41.89915561,-87.62621053,1.0,17031081201.0,Credit Card,Unknown,480.0,8.0,2.0
8.0,28.05,12,7,5,2014-12-11 07:45:00,41.89092203,-87.61886836,41.78599852,-87.75093429,13.1,17031980100.0,Credit Card,Taxi Affiliation Services,1320.0,56.0,6.1
8.0,26.65,10,19,1,2013-10-13 19:15:00,41.89092203,-87.61886836,41.78599852,-87.75093429,12.7,17031980100.0,Cash,Unknown,1200.0,56.0,0.0
8.0,27.45,5,11,5,2014-05-01 11:15:00,41.89092203,-87.61886836,41.78599852,-87.75093429,12.9,17031980100.0,Cash,Dispatch Taxi Affiliation,1380.0,56.0,0.0
8.0,11.45,12,15,6,2013-12-20 15:00:00,41.89092203,-87.61886836,41.89321636,-87.63784421,0.0,17031081800.0,Cash,Taxi Affiliation Services,1560.0,8.0,0.0
8.0,6.65,10,14,6,2014-10-24 14:15:00,41.89092203,-87.61886836,41.89321636,-87.63784421,1.1,17031081800.0,Credit Card,Unknown,540.0,8.0,2.0
8.0,5.65,5,7,3,2014-05-27 07:45:00,41.89092203,-87.61886836,41.89321636,-87.63784421,1.0,17031081800.0,Cash,Taxi Affiliation Services,300.0,8.0,0.0
8.0,14.45,12,22,6,2013-12-06 22:45:00,41.89092203,-87.61886836,41.94517045,-87.66879444,0.0,17031831900.0,Cash,Choice Taxi Association,840.0,6.0,0.0
8.0,11.45,9,2,4,2013-09-18 02:30:00,41.89092203,-87.61886836,41.94257719,-87.64707851,0.0,17031062000.0,Cash,Dispatch Taxi Affiliation,480.0,6.0,0.0
8.0,5.0,2,12,7,2016-02-13 12:15:00,41.89092203,-87.61886836,41.89833179,-87.62076287,0.0,17031081300.0,Credit Card,Taxi Affiliation Services,180.0,8.0,3.0
8.0,5.85,1,14,3,2015-01-13 14:45:00,41.89092203,-87.61886836,41.89833179,-87.62076287,0.8,17031081300.0,Cash,Unknown,360.0,8.0,0.0
8.0,5.85,2,16,5,2014-02-06 16:45:00,41.89092203,-87.61886836,41.89833179,-87.62076287,0.7,17031081300.0,Cash,Unknown,420.0,8.0,0.0
8.0,6.05,3,18,7,2015-03-07 18:30:00,41.89092203,-87.61886836,41.89833179,-87.62076287,0.8,17031081300.0,Credit Card,Unknown,420.0,8.0,2.0
8.0,8.45,8,17,6,2013-08-30 17:30:00,41.89092203,-87.61886836,41.90749193,-87.63576009,2.1,17031080300.0,Cash,Choice Taxi Association,660.0,8.0,0.0
8.0,18.45,2,20,4,2014-02-19 20:15:00,41.89092203,-87.61886836,41.97991245,-87.66418824,0.4,17031030800.0,Credit Card,Blue Ribbon Taxi Association Inc.,1200.0,77.0,3.65
8.0,9.85,6,23,6,2013-06-07 23:00:00,41.89092203,-87.61886836,41.86790242,-87.64295867,0.0,17031841900.0,Credit Card,Choice Taxi Association,720.0,28.0,3.0
8.0,9.85,5,19,6,2015-05-08 19:45:00,41.89092203,-87.61886836,41.9049353,-87.64990723,2.6,17031842200.0,Cash,Unknown,960.0,8.0,0.0
32.0,7.45,2,8,4,2013-02-20 08:30:00,41.88498719,-87.62099291,41.89321636,-87.63415609,1.51,Unknown,Cash,Unknown,600.0,Unknown,0.0
32.0,5.65,3,23,4,2013-03-20 23:15:00,41.88498719,-87.62099291,41.89321636,-87.63415609,1.05,Unknown,Cash,Unknown,300.0,Unknown,0.0
32.0,6.05,3,10,1,2015-03-22 10:45:00,41.88498719,-87.62099291,41.89321636,-87.63415609,0.0,Unknown,Cash,Dispatch Taxi Affiliation,0.0,Unknown,0.0
32.0,10.75,5,18,6,2016-05-27 18:45:00,41.88498719,-87.62099291,41.84924675,-87.6241353,2.4,17031841000.0,Cash,Taxi Affiliation Services,900.0,33.0,0.0
32.0,8.85,2,23,6,2014-02-28 23:15:00,41.88498719,-87.62099291,41.84924675,-87.6241353,2.6,17031841000.0,Cash,Taxi Affiliation Services,600.0,33.0,0.0
32.0,9.44,9,10,7,2014-09-27 10:00:00,41.88498719,-87.62099291,41.84924675,-87.6241353,3.0,17031841000.0,Credit Card,Unknown,660.0,33.0,3.0
32.0,9.44,10,23,1,2014-10-19 23:00:00,41.88498719,-87.62099291,41.84924675,-87.6241353,2.6,17031841000.0,Credit Card,Unknown,720.0,33.0,2.0
32.0,13.05,2,9,6,2015-02-27 09:15:00,41.88498719,-87.62099291,41.84924675,-87.6241353,0.0,17031841000.0,Credit Card,Blue Ribbon Taxi Association Inc.,1380.0,33.0,2.0
32.0,4.05,1,12,3,2015-01-13 12:00:00,41.88498719,-87.62099291,41.89250778,-87.62621491,0.5,17031081500.0,Cash,Choice Taxi Association,120.0,8.0,0.0
32.0,4.85,7,14,2,2015-07-13 14:15:00,41.88498719,-87.62099291,41.89250778,-87.62621491,0.0,17031081500.0,Cash,Taxi Affiliation Services,240.0,8.0,0.0
32.0,7.75,3,17,7,2016-03-26 17:30:00,41.88498719,-87.62099291,41.89250778,-87.62621491,0.5,17031081500.0,Credit Card,Dispatch Taxi Affiliation,1020.0,8.0,2.0
32.0,7.05,2,18,7,2014-02-01 18:15:00,41.88498719,-87.62099291,41.89250778,-87.62621491,0.0,17031081500.0,Cash,Taxi Affiliation Services,540.0,8.0,0.0
32.0,5.65,10,16,1,2013-10-13 16:30:00,41.88498719,-87.62099291,41.89250778,-87.62621491,1.0,17031081500.0,Cash,Unknown,300.0,8.0,0.0
32.0,5.25,9,15,2,2013-09-23 15:30:00,41.88498719,-87.62099291,41.89250778,-87.62621491,0.0,17031081500.0,Cash,Taxi Affiliation Services,300.0,8.0,0.0
32.0,10.05,10,16,6,2014-10-17 16:45:00,41.88498719,-87.62099291,41.89250778,-87.62621491,0.9,17031081500.0,Credit Card,Unknown,540.0,8.0,3.0
32.0,5.25,12,13,6,2014-12-05 13:30:00,41.88498719,-87.62099291,41.89250778,-87.62621491,0.0,17031081500.0,Credit Card,Taxi Affiliation Services,240.0,8.0,2.0
32.0,4.65,10,17,3,2014-10-14 17:00:00,41.88498719,-87.62099291,41.89250778,-87.62621491,0.5,17031081500.0,Cash,Taxi Affiliation Services,240.0,8.0,0.0
32.0,5.05,11,16,5,2015-11-12 16:00:00,41.88498719,-87.62099291,41.89250778,-87.62621491,0.0,17031081500.0,Cash,Blue Ribbon Taxi Association Inc.,300.0,8.0,0.0
32.0,4.25,1,0,5,2015-01-01 00:45:00,41.88498719,-87.62099291,41.89250778,-87.62621491,0.4,17031081500.0,Cash,Unknown,180.0,8.0,0.0
32.0,4.45,5,17,1,2013-05-12 17:00:00,41.88498719,-87.62099291,41.89250778,-87.62621491,0.5,17031081500.0,Cash,Unknown,180.0,8.0,0.0
32.0,16.25,8,19,5,2015-08-20 19:15:00,41.88498719,-87.62099291,41.85593437,-87.66857454,4.3,17031310800.0,Credit Card,Choice Taxi Association,1740.0,31.0,3.25
32.0,5.25,6,12,5,2013-06-06 12:30:00,41.88498719,-87.62099291,41.89204214,-87.63186395,0.0,17031081700.0,Cash,Choice Taxi Association,360.0,8.0,0.0
32.0,6.45,4,23,3,2013-04-30 23:00:00,41.88498719,-87.62099291,41.89204214,-87.63186395,0.0,17031081700.0,Cash,Taxi Affiliation Services,360.0,8.0,0.0
32.0,5.65,8,17,2,2015-08-31 17:45:00,41.88498719,-87.62099291,41.89204214,-87.63186395,1.1,17031081700.0,Credit Card,Choice Taxi Association,300.0,8.0,4.0
32.0,6.05,8,22,6,2015-08-28 22:15:00,41.88498719,-87.62099291,41.89204214,-87.63186395,1.1,17031081700.0,Cash,Taxi Affiliation Services,420.0,8.0,0.0
32.0,4.85,3,18,6,2014-03-07 18:30:00,41.88498719,-87.62099291,41.89204214,-87.63186395,0.0,17031081700.0,Cash,Taxi Affiliation Services,300.0,8.0,0.0
32.0,7.25,5,16,3,2014-05-13 16:00:00,41.88498719,-87.62099291,41.89204214,-87.63186395,1.3,17031081700.0,Cash,Unknown,540.0,8.0,0.0
32.0,5.75,4,15,1,2016-04-10 15:15:00,41.88498719,-87.62099291,41.89204214,-87.63186395,1.0,17031081700.0,Cash,Unknown,300.0,8.0,0.0
32.0,6.85,10,18,4,2013-10-30 18:30:00,41.88498719,-87.62099291,41.89204214,-87.63186395,0.0,17031081700.0,Cash,Taxi Affiliation Services,540.0,8.0,0.0
32.0,6.85,2,19,7,2014-02-22 19:00:00,41.88498719,-87.62099291,41.89204214,-87.63186395,1.2,17031081700.0,Cash,Unknown,480.0,8.0,0.0
32.0,5.25,11,8,2,2013-11-04 08:30:00,41.88498719,-87.62099291,41.89204214,-87.63186395,1.0,17031081700.0,Cash,Dispatch Taxi Affiliation,300.0,8.0,0.0
32.0,4.85,2,8,6,2015-02-13 08:30:00,41.88498719,-87.62099291,41.89204214,-87.63186395,0.5,17031081700.0,Cash,Taxi Affiliation Services,240.0,8.0,0.0
32.0,5.05,5,15,2,2014-05-05 15:00:00,41.88498719,-87.62099291,41.89204214,-87.63186395,0.5,17031081700.0,Cash,Top Cab Affiliation,300.0,8.0,0.0
32.0,5.65,11,19,3,2013-11-05 19:00:00,41.88498719,-87.62099291,41.89204214,-87.63186395,0.9,17031081700.0,Credit Card,Unknown,360.0,8.0,2.0
32.0,7.05,8,19,4,2015-08-05 19:15:00,41.88498719,-87.62099291,41.89204214,-87.63186395,1.4,17031081700.0,Cash,Unknown,480.0,8.0,0.0
32.0,6.25,4,20,2,2014-04-14 20:45:00,41.88498719,-87.62099291,41.89204214,-87.63186395,1.5,17031081700.0,Credit Card,Dispatch Taxi Affiliation,300.0,8.0,1.0
32.0,6.45,2,18,6,2015-02-20 18:30:00,41.88498719,-87.62099291,41.89204214,-87.63186395,0.89,17031081700.0,Cash,Unknown,420.0,8.0,0.0
32.0,6.05,7,8,3,2014-07-01 08:45:00,41.88498719,-87.62099291,41.89204214,-87.63186395,1.0,17031081700.0,Cash,Dispatch Taxi Affiliation,360.0,8.0,0.0
32.0,6.45,3,20,4,2015-03-25 20:45:00,41.88498719,-87.62099291,41.89204214,-87.63186395,1.1,17031081700.0,Credit Card,Choice Taxi Association,420.0,8.0,1.3
32.0,15.45,10,22,6,2014-10-17 22:30:00,41.88498719,-87.62099291,41.95340004,-87.64600707,0.0,17031060800.0,Cash,Taxi Affiliation Services,900.0,6.0,0.0
32.0,37.05,7,5,3,2015-07-07 05:45:00,41.88498719,-87.62099291,41.97907082,-87.90303966,0.0,17031980000.0,Cash,Taxi Affiliation Services,1800.0,76.0,0.0
32.0,37.65,2,8,6,2013-02-15 08:45:00,41.88498719,-87.62099291,41.97907082,-87.90303966,17.5,17031980000.0,Credit Card,Northwest Management LLC,2460.0,76.0,9.9
32.0,39.45,7,9,2,2014-07-21 09:15:00,41.88498719,-87.62099291,41.97907082,-87.90303966,18.9,17031980000.0,Credit Card,Unknown,2340.0,76.0,10.36
32.0,37.65,11,7,5,2013-11-21 07:15:00,41.88498719,-87.62099291,41.97907082,-87.90303966,18.1,17031980000.0,Credit Card,Dispatch Taxi Affiliation,2280.0,76.0,7.9
32.0,48.05,5,15,6,2015-05-08 15:30:00,41.88498719,-87.62099291,41.97907082,-87.90303966,18.0,17031980000.0,Credit Card,Dispatch Taxi Affiliation,6000.0,76.0,10.0
32.0,39.85,5,6,3,2013-05-21 06:45:00,41.88498719,-87.62099291,41.97907082,-87.90303966,18.4,17031980000.0,Cash,Unknown,3300.0,76.0,0.0
32.0,39.65,5,12,6,2014-05-16 12:30:00,41.88498719,-87.62099291,41.97907082,-87.90303966,18.2,17031980000.0,Cash,Unknown,3660.0,76.0,0.0
32.0,38.05,6,17,2,2013-06-24 17:45:00,41.88498719,-87.62099291,41.97907082,-87.90303966,18.1,17031980000.0,Cash,Northwest Management LLC,3180.0,76.0,0.0
32.0,37.05,8,6,2,2013-08-19 06:15:00,41.88498719,-87.62099291,41.97907082,-87.90303966,0.0,17031980000.0,Credit Card,Taxi Affiliation Services,1440.0,76.0,7.8
32.0,38.05,6,16,3,2015-06-16 16:00:00,41.88498719,-87.62099291,41.97907082,-87.90303966,18.3,17031980000.0,Credit Card,Taxi Affiliation Services,3240.0,76.0,8.0
32.0,37.85,3,8,1,2015-03-15 08:30:00,41.88498719,-87.62099291,41.97907082,-87.90303966,18.7,17031980000.0,Credit Card,Choice Taxi Association,1440.0,76.0,8.15
32.0,56.85,6,12,4,2013-06-12 12:15:00,41.88498719,-87.62099291,41.97907082,-87.90303966,20.3,17031980000.0,Cash,Unknown,5340.0,76.0,0.0
32.0,36.85,2,5,5,2014-02-13 05:15:00,41.88498719,-87.62099291,41.97907082,-87.90303966,18.2,17031980000.0,Credit Card,Unknown,1440.0,76.0,3.0
32.0,43.25,10,11,6,2015-10-23 11:30:00,41.88498719,-87.62099291,41.97907082,-87.90303966,17.8,17031980000.0,Credit Card,Unknown,3060.0,76.0,7.0
32.0,37.05,11,19,1,2014-11-16 19:45:00,41.88498719,-87.62099291,41.97907082,-87.90303966,1.1,17031980000.0,Cash,Taxi Affiliation Services,1500.0,76.0,0.0
32.0,37.05,8,13,3,2015-08-11 13:15:00,41.88498719,-87.62099291,41.97907082,-87.90303966,17.9,17031980000.0,Credit Card,Choice Taxi Association,1800.0,76.0,7.8
32.0,38.45,11,15,4,2015-11-18 15:45:00,41.88498719,-87.62099291,41.97907082,-87.90303966,1.1,17031980000.0,Credit Card,Taxi Affiliation Services,2880.0,76.0,0.0
32.0,7.25,5,21,1,2015-05-10 21:00:00,41.88498719,-87.62099291,41.90026569,-87.63210922,1.5,17031081000.0,Credit Card,Northwest Management LLC,540.0,8.0,1.5
32.0,8.25,6,19,1,2013-06-30 19:30:00,41.88498719,-87.62099291,41.90026569,-87.63210922,1.4,17031081000.0,Cash,Unknown,720.0,8.0,0.0
32.0,9.25,4,19,3,2014-04-22 19:00:00,41.88498719,-87.62099291,41.90026569,-87.63210922,0.0,17031081000.0,Credit Card,Taxi Affiliation Services,900.0,8.0,2.0
32.0,6.65,7,15,4,2013-07-10 15:00:00,41.88498719,-87.62099291,41.90026569,-87.63210922,1.6,17031081000.0,Cash,Unknown,360.0,8.0,0.0
32.0,6.85,3,0,1,2014-03-02 00:45:00,41.88498719,-87.62099291,41.90026569,-87.63210922,1.5,17031081000.0,Cash,KOAM Taxi Association,480.0,8.0,0.0
32.0,7.0,4,20,4,2016-04-20 20:00:00,41.88498719,-87.62099291,41.90026569,-87.63210922,1.3,17031081000.0,Credit Card,Choice Taxi Association,420.0,8.0,2.0
32.0,13.05,10,23,7,2015-10-31 23:15:00,41.88498719,-87.62099291,41.92896727,-87.65615683,4.9,17031070400.0,Credit Card,Northwest Management LLC,900.0,7.0,2.0
32.0,10.05,11,23,2,2015-11-16 23:15:00,41.88498719,-87.62099291,41.91461629,-87.63171737,2.7,17031071500.0,Credit Card,Unknown,720.0,7.0,2.0
32.0,13.85,2,19,3,2013-02-05 19:45:00,41.88498719,-87.62099291,41.93839126,-87.63857492,0.0,17031063200.0,Cash,Dispatch Taxi Affiliation,1200.0,6.0,0.0
32.0,11.65,8,20,3,2013-08-27 20:00:00,41.88498719,-87.62099291,41.93839126,-87.63857492,0.2,17031063200.0,Cash,Taxi Affiliation Services,540.0,6.0,0.0
32.0,4.65,8,20,1,2013-08-25 20:30:00,41.88498719,-87.62099291,41.87740612,-87.62197165,0.0,17031320400.0,Credit Card,Taxi Affiliation Services,120.0,32.0,1.5
32.0,7.45,5,19,6,2015-05-29 19:15:00,41.88498719,-87.62099291,41.87740612,-87.62197165,1.1,17031320400.0,Credit Card,Taxi Affiliation Services,600.0,32.0,2.0
32.0,4.65,10,11,4,2015-10-21 11:15:00,41.88498719,-87.62099291,41.87740612,-87.62197165,0.4,17031320400.0,Cash,Unknown,240.0,32.0,0.0
32.0,6.25,8,19,6,2015-08-07 19:15:00,41.88498719,-87.62099291,41.87740612,-87.62197165,0.9,17031320400.0,Cash,Taxi Affiliation Services,480.0,32.0,0.0
32.0,6.05,3,19,3,2013-03-19 19:00:00,41.88498719,-87.62099291,41.87740612,-87.62197165,1.0,17031320400.0,Credit Card,Unknown,360.0,32.0,2.0
32.0,4.85,10,10,4,2015-10-14 10:45:00,41.88498719,-87.62099291,41.87740612,-87.62197165,0.7,17031320400.0,Cash,Top Cab Affiliation,180.0,32.0,0.0
32.0,5.25,8,19,7,2015-08-01 19:00:00,41.88498719,-87.62099291,41.87740612,-87.62197165,0.8,17031320400.0,Cash,Unknown,300.0,32.0,0.0
32.0,8.25,8,18,5,2013-08-15 18:00:00,41.88498719,-87.62099291,41.85934972,-87.61735801,0.1,17031330100.0,Credit Card,Dispatch Taxi Affiliation,720.0,33.0,3.0
32.0,8.05,1,20,3,2014-01-07 20:00:00,41.88498719,-87.62099291,41.85934972,-87.61735801,2.3,17031330100.0,Credit Card,Choice Taxi Association,480.0,33.0,1.0
32.0,6.85,9,22,3,2014-09-09 22:00:00,41.88498719,-87.62099291,41.85934972,-87.61735801,1.5,17031330100.0,Credit Card,Taxi Affiliation Services,480.0,33.0,0.0
32.0,11.85,7,19,5,2014-07-24 19:45:00,41.88498719,-87.62099291,41.85934972,-87.61735801,0.28,17031330100.0,Cash,Unknown,1380.0,33.0,0.0
32.0,8.85,5,10,4,2014-05-07 10:45:00,41.88498719,-87.62099291,41.85934972,-87.61735801,2.5,17031330100.0,Cash,Top Cab Affiliation,540.0,33.0,0.0
32.0,10.85,8,18,1,2015-08-23 18:45:00,41.88498719,-87.62099291,41.85934972,-87.61735801,3.2,17031330100.0,Cash,Taxi Affiliation Services,840.0,33.0,0.0
32.0,8.05,1,18,6,2014-01-31 18:30:00,41.88498719,-87.62099291,41.85934972,-87.61735801,0.0,17031330100.0,Cash,Blue Ribbon Taxi Association Inc.,660.0,33.0,0.0
32.0,10.25,7,18,4,2013-07-10 18:30:00,41.88498719,-87.62099291,41.85934972,-87.61735801,2.1,17031330100.0,Credit Card,Unknown,1020.0,33.0,3.0
32.0,8.25,1,19,6,2016-01-15 19:00:00,41.88498719,-87.62099291,41.85934972,-87.61735801,1.9,17031330100.0,Credit Card,Taxi Affiliation Services,480.0,33.0,2.0
32.0,10.25,5,10,1,2013-05-19 10:45:00,41.88498719,-87.62099291,41.85934972,-87.61735801,0.0,17031330100.0,Cash,Taxi Affiliation Services,780.0,33.0,0.0
32.0,9.65,6,7,4,2014-06-25 07:45:00,41.88498719,-87.62099291,41.85934972,-87.61735801,0.2,17031330100.0,Cash,Taxi Affiliation Services,660.0,33.0,0.0
32.0,7.45,7,15,6,2014-07-25 15:30:00,41.88498719,-87.62099291,41.85934972,-87.61735801,0.0,17031330100.0,Credit Card,Blue Ribbon Taxi Association Inc.,540.0,33.0,1.0
32.0,10.05,9,15,1,2014-09-07 15:15:00,41.88498719,-87.62099291,41.85934972,-87.61735801,3.0,17031330100.0,Cash,Dispatch Taxi Affiliation,780.0,33.0,0.0
32.0,6.65,3,16,1,2015-03-01 16:15:00,41.88498719,-87.62099291,41.85934972,-87.61735801,1.7,17031330100.0,Cash,Unknown,360.0,33.0,0.0
32.0,10.05,12,11,2,2013-12-30 11:15:00,41.88498719,-87.62099291,41.85934972,-87.61735801,0.1,17031330100.0,Cash,Blue Ribbon Taxi Association Inc.,780.0,33.0,0.0
32.0,10.25,8,16,4,2013-08-07 16:00:00,41.88498719,-87.62099291,41.85934972,-87.61735801,2.4,17031330100.0,Credit Card,Unknown,960.0,33.0,0.0
